/* DATA DESCRIPTION:
Citation:	Llorente, Mireia; Rovira, Pere; Merino, Agustín; Rubio, Agustín; Turrión, MaBelén; Badía, David; Romanya, Joan; González, Jordi Cortina José Antonio (2018): Physical characteristics of soil profiles from the CARBOSOL Database of Spain [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.884513, 
	In: Llorente, M et al. (2018): The CARBOSOL Database: a georeferenced soil profile analytical database for Spain [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.884517
Further details:	Llorente, Mireia; Rovira, Pere; Merino, Agustín; Rubio, Agustín; Turrión, MaBelén; Badía, David; Romanya, Joan; González, Jordi Cortina José Antonio (2018): Further information to the CARBOSOL Database of Spain [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.884515
Coverage:	MEDIAN LATITUDE: 40.616043 * MEDIAN LONGITUDE: -3.227614 * SOUTH-BOUND LATITUDE: 36.032343 * WEST-BOUND LONGITUDE: -9.104709 * NORTH-BOUND LATITUDE: 43.733352 * EAST-BOUND LONGITUDE: 4.060389
Event(s):	CARBOSOL_DB (CARBOSOL Database Spain) * LATITUDE: 40.308250 * LONGITUDE: -3.732393 * METHOD/DEVICE: Soil profile (SOIL)
Parameter(s):	Sample ID (Sample ID) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Unique identification number of profile
	Sample ID (Sample ID) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Unique identification number of reference
	Date (Date) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Province (Province) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Location (Location) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	UTM Easting, Universal Transverse Mercator [m] (UTM east) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	UTM Northing, Universal Transverse Mercator [m] (UTM north) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	LATITUDE (Latitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	LONGITUDE (Longitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Number (No) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Number of horizons in the profile
	Number (No) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Number of horizons in the profile with organic matter measurement
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Land cover classes (LCC) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Code (Code) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Land cover class code
	Code (Code) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: CORINE Land Cover Code Level 1
	Code (Code) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: CORINE Land Cover Code Level 2-3
	Description (Description) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Vegetation details provided by original reference
	ALTITUDE [m] (Altitude) * GEOCODE * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Orientation (Orientation) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es)
	Percentage [%] (Perc) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Of Slope
	Parent material (Parent material) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Parent material by original reference
	Parent material (Parent material) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Parent material consistency
	Parent material (Parent material) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Parent material silica content
	Classification (Classification) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Soil classification into WRB system
	Classification (Classification) * PI: Llorente, Mireia (https://orcid.org/0000-0002-1990-6692, mireia.llorente@uva.es) * COMMENT: Soil classification into USDA system
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	115143 data points
*/
Sample ID (Unique identification number ...)	Sample ID (Unique identification number ...)	Date	Province	Location	UTM east [m]	UTM north [m]	Latitude	Longitude	No (Number of horizons in the pro...)	No (Number of horizons in the pro...)	Depth sed [m]	LCC	Code (Land cover class code)	Code (CORINE Land Cover Code Level 1)	Code (CORINE Land Cover Code Level 2-3)	Description (Vegetation details provided b...)	Altitude [m]	Orientation	Perc [%] (Of Slope)	Parent material (Parent material by original r...)	Parent material (Parent material consistency)	Parent material (Parent material silica content)	Classification (Soil classification into WRB ...)	Classification (Soil classification into USDA...)
370	150	1983	ASTURIAS	IBIAS	196782	4772295	43.0428	-6.7225	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	1315	West	10	SANDSTONE AND SCHIST				
371	150	1983	ASTURIAS	CANGAS DE NARCEA	200285	4770996	43.0325	-6.6789	4	4	1.00	Broad-leaves forests	6	3	311	Fagus sylvatica	700	North-West	60	SANDSTONE AND SCHIST				
372	150	1983	ASTURIAS	CANGAS DE NARCEA	198648	4768843	43.0125	-6.6978	3	3	0.66	Quercus forests	7	3	311	Quercus robur	1005	East	73	SANDSTONE AND SCHIST				
373	150	1983	ASTURIAS	IBIAS	183137	4767535	42.9945	-6.8869	4	4	1.00	Coniferous forests	9	3	312	Pinus sylvestris	1050	North-West	16	SANDSTONE AND SCHIST				
374	150	1983	ASTURIAS	IBIAS	183976	4768021	42.9992	-6.8769	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	1000	South-West	10	SANDSTONE AND SCHIST				
375	150	1983	ASTURIAS	IBIAS	188567	4775138	43.0650	-6.8247	2	2	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	675	North	17	SANDSTONE AND SCHIST				
376	150	1983	ASTURIAS	ALLANDE	191100	4779010	43.1008	-6.7958	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	1125	North-East	60	SANDSTONE AND SCHIST				
377	150	1983	ASTURIAS	CANGAS DE NARCEA	200620	4785324	43.1614	-6.6825	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	1155	South-West	13	SANDSTONE AND SCHIST				
378	150	1983	ASTURIAS	CANGAS DE NARCEA	201255	4784338	43.1528	-6.6742	3	3	1.25	Quercus forests	7	3	311	Quercus pyrenaica	760	South-East	83	SANDSTONE AND SCHIST				
379	150	1983	ASTURIAS	CANGAS DE NARCEA	209649	4787467	43.1842	-6.5728	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	974	South-East	3	SANDSTONE AND SCHIST				
380	150	1983	ASTURIAS	ALLANDE	211213	4790738	43.2142	-6.5553	4	4	1.00	Quercus forests	7	3	311	Quercus pyrenaica	680	North-West	34	SANDSTONE AND SCHIST				
381	150	1983	ASTURIAS	ALLANDE	208928	4792814	43.2320	-6.5844	3	3	1.25	Broad-leaves forests	6	3	311	Castanea sativa	600	North-East	22	SANDSTONE AND SCHIST				
382	150	1983	ASTURIAS	ALLANDE	202448	4796557	43.2631	-6.6661	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	1285	South-West	14	SANDSTONE AND SCHIST				
383	150	1983	ASTURIAS	ALLANDE	201687	4797240	43.2689	-6.6758	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	1160	Flat	0	SANDSTONE AND SCHIST				
384	150	1983	ASTURIAS	ALLANDE	192082	4790188	43.2017	-6.7900	3	2	0.35	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	1133	Flat	0	SANDSTONE AND SCHIST				
385	150	1983	ASTURIAS	ALLANDE	193890	4793167	43.2292	-6.7694	3	3	0.86	Quercus forests	7	3	311	Quercus robur	910	South	5	SANDSTONE AND SCHIST				
386	150	1983	ASTURIAS	ALLANDE	197087	4796424	43.2597	-6.7319	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	840	North-West	45	SANDSTONE AND SCHIST				
387	150	1983	ASTURIAS	TINEO	202310	4801633	43.3086	-6.6705	3	3	1.25	Pastures	5	2	23	PASTURES	986	North-East	10	SANDSTONE AND SCHIST				
388	150	1983	ASTURIAS	VILLAYON	205099	4819371	43.4691	-6.6458	4	3	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	680	West	39	SANDSTONE AND SCHIST				
389	150	1982	ASTURIAS	VILLAYON	197852	4804427	43.3320	-6.7269	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	1110	North-West	13	SANDSTONE AND SCHIST				
390	150	1983	ASTURIAS	IFlat	195613	4808825	43.3706	-6.7569	4	4	1.00	Quercus forests	7	3	311	Quercus pyrenaica	730	South	34	SANDSTONE AND SCHIST				
391	150	1983	ASTURIAS	BOAL	190703	4816839	43.4406	-6.8219	4	4	1.00	Quercus forests	7	3	311	Quercus robur	695	South-East	45	PLUTONIC ROCKS				
392	150	1983	ASTURIAS	BOAL	189557	4816428	43.4364	-6.8358	3	3	0.70	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	770	East	45	PLUTONIC ROCKS				
393	150	1983	ASTURIAS	VILLANUEVA DE OSCOS	179811	4809525	43.3703	-6.9519	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	1010	South	10	SANDSTONE AND SCHIST				
394	150	1983	ASTURIAS	VILLANUEVA DE OSCOS	174779	4807168	43.3470	-7.0125	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	850	North-East	30	SANDSTONE AND SCHIST				
395	150	1983	ASTURIAS	VILLANUEVA DE OSCOS	173491	4804323	43.3208	-7.0267	4	4	1.00	Quercus forests	7	3	311	Quercus robur	770	West	55	SANDSTONE AND SCHIST				
396	150	1983	ASTURIAS	SAN MARTIN DE OSCOS	177912	4799009	43.2750	-6.9691	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	815	West	16	SANDSTONE AND SCHIST				
397	150	1983	ASTURIAS	PESOZ	186610	4795107	43.2436	-6.8600	2	2	0.37	Scrub and or herbaceous vegetation associations	11	3	32	Cystus sp.	660	North	7	SANDSTONE AND SCHIST				
398	150	1983	ASTURIAS	GRANDAS DE SALIME	179115	4783337	43.1347	-6.9453	3	3	1.25	Quercus forests	7	3	311	Quercus robur	950	North-East	50	SANDSTONE AND SCHIST				
399	150	1983	ASTURIAS	GRANDAS DE SALIME	178526	4787168	43.1689	-6.9547	4	4	1.00	Coniferous forests	9	3	312	Pinus sylvestris	870	North	13	SANDSTONE AND SCHIST				
400	150	1983	ASTURIAS	SANTA EULALIA DE OSCOS	172787	4799100	43.2736	-7.0322	4	4	1.00	Broad-leaves forests	6	3	311	Betula sp.	620	North	43	SANDSTONE AND SCHIST				
401	618	1986	LUGO	MURAS	122542	4828450	43.5136	-7.6697	4	4	1.00	Coniferous forests	9	3	312	Pinus pinaster	710	South-East	27	SCHIST				
402	618	1986	LUGO	VIVEIRO	135079	4835308	43.5813	-7.5197	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	540	South-West	14	QUARTZ STONE		Silicic material		
403	618	1986	LUGO	OUROL	124591	4830842	43.5361	-7.6461	4	4	1.00	Coniferous forests	9	3	312	Pinus sylvestris	565	South-East	35	QUARTZ STONE		Silicic material		
404	618	1986	LUGO	CERVO	143323	4836349	43.5947	-7.4186	4	4	1.00	Coniferous forests	9	3	312	Pinus pinaster	510	North	29	QUARTZ STONE		Silicic material		
405	618	1986	LUGO	VIVEIRO	137066	4835447	43.5836	-7.4953	3	3	0.95	Coniferous forests	9	3	312	Pinus pinaster	640	South	10	GRANITE	Consistent	Silicic material		
406	618	1986	LUGO	CERVO	140083	4836337	43.5930	-7.4586	2	2	0.45	Coniferous forests	9	3	312	Pinus pinaster	570	North-West	18	GRANITE	Consistent	Silicic material		
407	618	1986	LUGO	CERVO	142022	4835583	43.5872	-7.4342	2	2	0.47	Coniferous forests	9	3	312	Pinus pinaster	560	North-West	18	GRANITE	Consistent	Silicic material		
408	618	1986	LUGO	ABADIN	139098	4820082	43.4466	-7.4600	4	4	1.00	Coniferous forests	9	3	312	Pinus pinaster	650	North-West	27	GRANODIORITE	Consistent			
409	618	1986	LUGO	MONDONEDO	143571	4820679	43.4541	-7.4053	3	3	0.76	Coniferous forests	9	3	312	Pinus sylvestris	795	South-East	15	GRANODIORITE	Consistent			
410	618	1986	LUGO	MURAS	126146	4817911	43.4208	-7.6181	3	3	1.25	Quercus forests	7	3	311	Quercus robur	600	South-West	17	SCHIST				
411	618	1986	LUGO	MURAS	125280	4820992	43.4480	-7.6308	2	2	1.05	Quercus forests	7	3	311	Quercus robur	710	North	70	QUARTZ STONE		Silicic material		
412	618	1986	LUGO	VIVEIRO	134069	4836601	43.5925	-7.5331	2	2	0.56	Quercus forests	7	3	311	Quercus robur	500	North-East	65	GRANITE	Consistent	Silicic material		
413	618	1986	LUGO	OUROL	131398	4831796	43.5480	-7.5628	4	4	1.00	Quercus forests	7	3	311	Quercus robur	450	South-West	15	GRANITE	Consistent	Silicic material		
414	618	1986	LUGO	ABADIN	136692	4820211	43.4466	-7.4897	3	3	0.48	Quercus forests	7	3	311	Quercus robur	619	North	45	GRANODIORITE	Consistent			
415	618	1986	LUGO	FERREIRA	135551	4828257	43.5183	-7.5091	3	3	1.20	Quercus forests	7	3	311	Quercus robur	445	North-West	65	GRANITE	Consistent	Silicic material		
416	618	1986	LUGO	MURAS	119551	4805775	43.3086	-7.6908	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Cystus sp.	680	South-West	12	SCHIST				
417	618	1986	LUGO	MURAS	122514	4826347	43.4947	-7.6686	3	3	1.30	Pastures	5	2	23	PASTURES	620	North-East	15	SCHIST				
418	618	1986	LUGO	OUROL	129818	4832533	43.5538	-7.5828	3	3	1.25	Pastures	5	2	23	PASTURES	460	North-East	12	GRANITE	Consistent	Silicic material		
419	618	1986	LUGO	MURAS	129507	4828124	43.5141	-7.5836	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Cystus sp.	570	South-West	10	GRANITE	Consistent	Silicic material		
420	618	1986	LUGO	MONDONEDO	142080	4823172	43.4758	-7.4253	3	3	0.80	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	520	North	12	GRANODIORITE	Consistent			
421	618	1986	LUGO	MURAS	125180	4825269	43.4863	-7.6350	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	730	South-East	22	SCHIST				
422	618	1986	LUGO	ALFOZ (CASTRO D OURO)	133519	4822395	43.4647	-7.5303	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	830	East	40	SCHIST				
423	618	1986	LUGO	ABADIN	132028	4819041	43.4338	-7.5464	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	840	North-East	32	SCHIST				
424	618	1986	LUGO	FERREIRA	133000	4825270	43.4902	-7.5386	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	690	South	15	SCHIST				
425	618	1986	LUGO	MURAS	128880	4823299	43.4705	-7.5881	3	3	1.14	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	860	East	35	QUARTZ STONE		Silicic material		
426	618	1986	LUGO	MURAS	128333	4822370	43.4619	-7.5942	1	1	0.46	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	1020	West	33	QUARTZ STONE		Silicic material		
427	618	1986	LUGO	FERREIRA	131604	4822407	43.4638	-7.5539	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	820	South-East	29	QUARTZ STONE		Silicic material		
428	29	1992	LUGO	FERREIRA	133772	4831975	43.5508	-7.5336	4	4	1.30	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	845	South-East	37	QUARTZ STONE		Silicic material		
429	618	1986	LUGO	FERREIRA	143481	4835938	43.5911	-7.4164	3	3	0.63	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	510	South-East	15	QUARTZ STONE		Silicic material		
430	618	1986	LUGO	OUROL	133379	4832615	43.5563	-7.5389	3	2	0.50	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	590	South-East	20	GRANITE	Consistent	Silicic material		
431	618	1986	LUGO	FERREIRA	135510	4830828	43.5413	-7.5114	3	3	0.60	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	730	North-West	23	GRANITE	Consistent	Silicic material		
432	618	1986	LUGO	ALFOZ (CASTRO D OURO)	140025	4821827	43.4627	-7.4497	4	4	1.00	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	600	South	7	GRANODIORITE	Consistent			
433	618	1986	LUGO	ABADIN	140072	4817216	43.4214	-7.4461	4	4	1.30	Scrub and or herbaceous vegetation associations	11	3	32	Ulex sp.	605	North-West	12	SLATE				
434	136	1967	PONTEVEDRA	EL ROSAL	19046	4658754	41.9341	-8.8003	2	2	1.23	Coniferous forests	9	3	312	Pinus pinaster	150	South-West	23	GNEISS	Consistent			
435	136	1967	PONTEVEDRA	TUY	30215	4673826	42.0759	-8.6783	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	470	South	29	GRANITE	Consistent	Silicic material		
436	136	1967	PONTEVEDRA	TUY	28007	4670502	42.0448	-8.7022	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	115	North	19	GRANITE	Consistent	Silicic material		
437	136	1967	PONTEVEDRA	CALDAS DE REYES	38655	4729052	42.5759	-8.6208	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	215	West	29	GRANITE	Consistent	Silicic material		
438	136	1967	CORUNA	CORISTANCO	29792	4795364	43.1647	-8.7837	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	240	South-East	18	GNEISS	Consistent			
439	136	1967	CORUNA	CORISTANCO	33752	4793544	43.1508	-8.7337	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	300	North-West	20	GNEISS	Consistent			
440	136	1967	CORUNA	PUENTECESO	18164	4804243	43.2369	-8.9337	2	2	1.25	Coniferous forests	9	3	312	Pinus pinaster	25	South-West	42	GNEISS	Consistent			
441	136	1967	OURENSE	ENTRIMO	74499	4651569	41.9014	-8.1292	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	420	South-West	29	GRANITE	Consistent	Silicic material		
442	136	1967	OURENSE	CORTEGADA	74976	4688624	42.2341	-8.1503	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	390	West	35	GNEISS	Consistent			
443	136	1967	OURENSE	CARBALLINO	86034	4712114	42.4507	-8.0336	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	480	Flat	0	GNEISS	Consistent			
444	136	1967	LUGO	FOZ	147745	4838349	43.6147	-7.3653	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	190	South-West	31	SANDSTONE	Inconsistent			
445	136	1967	ASTURIAS	LUARCA	215460	4823845	43.5133	-6.5203	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	170	Flat	0	SANDSTONE	Inconsistent			
446	136	1967	ASTURIAS	PRAVIA	247221	4820505	43.4947	-6.1264	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	80	South	34	SANDSTONE	Inconsistent			
447	136	1967	ASTURIAS	CUDILLERO	245609	4824861	43.5333	-6.1483	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	150	North	23	SILICA SCHIST		Silicic material		
448	29	1991	CORUNA	AS PONTES DE GARCIA RODRIGUEZ	108331	4821965	43.4481	-7.8403	3	3	1.25	Broad-leaves forests	6	3	311	Eucalyptus sp.	350	South-East	10	QUARTZ STONE		Silicic material		
449	29	1979	CORUNA	CAPELA	97760	4821033	43.4341	-7.9697	3	3	1.25	Quercus forests	7	3	311	Quercus robur	550	South-East	10	SLATE AND QUARTZSTONE		Silicic material		
450	29	1978	CORUNA	CAPELA	98999	4819101	43.4174	-7.9531	3	3	1.25	Scrub and or herbaceous vegetation associations	11	3	32	Erica sp.	600	North	6	PEAT				
451	29	1977	CORUNA	OROSO	58083	4773321	42.9841	-8.4198	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	280	South	11	QUARTZ STONE		Silicic material		
452	29	1976	CORUNA	CULLEREDO	62514	4810218	43.3174	-8.3948	3	3	1.25	Broad-leaves forests	6	3	311	Eucalyptus sp.	202	South	2	GRANITE	Consistent	Silicic material		
453	29	1980	CORUNA	OLEIROS	68058	4817297	43.3841	-8.3323	3	3	1.25	Broad-leaves forests	6	3	311	Eucalyptus sp.	20	West	10	QUARTZ STONE		Silicic material		
454	29	1980	CORUNA	OLEIROS	67635	4818812	43.3974	-8.3387	3	3	1.30	Broad-leaves forests	6	3	311	Eucalyptus sp.	40	North-West	5	GNEISS	Consistent			
455	29	1979	CORUNA	SANTIAGO DE COMPOSTELA	56031	4769736	42.9508	-8.4420	3	3	1.25	Coniferous forests	9	3	312	Pinus pinaster	320	East	14	GNEISS	Consistent			
456	29	1984	CORUNA	ZAS Y VIMIANZO	13620	4781925	43.0341	-8.9698	3	3	1.30	Broad-leaves forests	6	3	311	Eucalyptus sp.	360	South-West	10	QUARTZ STONE		Silicic material		
457	29	1980	CORUNA	CAMBRE	66676	4808091	43.3008	-8.3420	4	4	1.30	Broad-leaves forests	6	3	311	Castanea sativa	70	North-West	6	GNEISS	Consistent			
458	29	1985	GIPUZKOA	BEASAIN	562391	4772291	43.1008	-2.2333	3	3	1.25	Broad-leaves forests	6	3	311	Fagus sylvatica	620	South-West	50	SLATE				
459	29	1978	GIPUZKOA	EIBAR	543102	4783563	43.2036	-2.4694	3	2	0.65	Broad-leaves forests	6	3	311	Fagus sylvatica	534	South-West	33	VULCANITE ROCK				
460	29	1987	GIPUZKOA	IRUN	586949	4796626	43.3174	-1.9277	4	4	1.25	Coniferous forests	9	3	312	Pinus radiata	75	North-West	20	MIXTURE OF SILICA		Silicic material		
461	29	1992	GIPUZKOA	IDEAZABAL	554780	4754033	42.9370	-2.3286	4	4	1.30	Broad-leaves forests	6	3	311	Fagus sylvatica	1240	South-West	8	SANDSTONE	Inconsistent			
462	29	1992	LUGO	OUROL	120570	4829806	43.5247	-7.6950	4	4	1.30	Coniferous forests	9	3	312	Pinus radiata	525	South-West	20	GRANITE	Consistent	Silicic material		
463	29	1989	LUGO	FONSAGRADA	170334	4778738	43.0897	-7.0502	3	3	1.25	Broad-leaves forests	6	3	311	Betula sp.	750	North-East	20	SLATE				
464	29	1990	LUGO	RIBAS DEL SIL	144302	4708895	42.4507	-7.3252	4	4	1.30	Coniferous forests	9	3	312	Pinus pinaster	470	North-West	15	SLATE				
465	29	1988	LUGO	COSPEITO	130603	4798725	43.2508	-7.5503	4	4	1.30	Pastures	5	2	23	PASTURES	403	Flat	0	QUARTZ		Silicic material		
466	29	1987	LUGO	BALEIRA	153410	4766895	42.9758	-7.2503	4	4	1.30	Broad-leaves forests	6	3	311	Betula sp.	700	North-East	26	SLATE				
467	29	1988	LUGO	CERVANTES	181054	4746072	42.8008	-6.9002	4	4	1.30	Mixed forests	8	3	313	Mixed forests	1360	North-West	57	MIXTURE OF SILICA		Silicic material		
468	29	1982	LUGO	BOVEDA	132298	4734838	42.6781	-7.4875	2	2	1.25	Coniferous forests	9	3	312	Pinus pinaster	525	East	5	MIXTURE OF SILICA		Silicic material		
469	29	1982	LUGO	CORGO	144966	4761760	42.9258	-7.3503	3	3	1.25	Coniferous forests	9	3	312	Pinus radiata	585	West	16	QUARTZ STONE AND SLATE		Silicic material		
470	29	1973	LUGO	BECERREA	162198	4756249	42.8841	-7.1363	2	2	1.25	Coniferous forests	9	3	312	Pinus sylvestris	910	South-East	25	SLATE AND QUARTZSTONE		Silicic material		
471	29	1974	LUGO	INCIO	147354	4732867	42.6674	-7.3030	3	3	0.41	Scrub and or herbaceous vegetation associations	11	3	32	Genista sp.	978	Flat	0	SLATE AND QUARTZSTONE		Silicic material		
472	96	1990	HUESCA	ENA	685017	4702895	42.4563	-0.7499	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	640	South-West	35	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
473	96	1990	HUESCA	RASAT	685711	4702605	42.4535	-0.7415	3	3	0.69	Coniferous forests	9	3	312	Pinus nigra	660	East	18	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
474	96	1990	HUESCA	PUERTOLAS	746920	4717784	42.5730	0.0085	3	3	0.73	Coniferous forests	9	3	312	Pinus nigra	840	East	55	MARL AND LIMESTONE		Calcareous material		
475	96	1990	HUESCA	LASPUNA	759244	4717925	42.5702	0.1585	2	2	1.00	Coniferous forests	9	3	312	Pinus nigra	1010	West	87	MARL AND LIMESTONE		Calcareous material		
476	96	1990	HUESCA	LASPUNA	761799	4716785	42.5591	0.1891	4	4	1.30	Coniferous forests	9	3	312	Pinus nigra	940	East	70	MARL AND LIMESTONE		Calcareous material		
477	96	1990	HUESCA	GERBE	762538	4703220	42.4369	0.1919	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	540	North	63	MARL AND LIMESTONE		Calcareous material		
478	96	1990	LLEIDA	GERRI DE SAL	828261	4693326	42.3230	0.9836	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	820	North-West	55	MARL AND LIMESTONE		Calcareous material		
479	96	1990	LLEIDA	NOVES DE SEGRE	857906	4692614	42.3035	1.3419	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	750	East	45	MARL AND LIMESTONE		Calcareous material		
480	96	1990	LLEIDA	BARONIA DE RIALP	893226	4664796	42.0369	1.7503	4	4	1.30	Coniferous forests	9	3	312	Pinus nigra	520	North-East	50	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
481	96	1990	LLEIDA	BARONIA DE RIALP	853253	4657118	41.9868	1.2641	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	600	East	34	MARL AND LIMESTONE		Calcareous material		
482	96	1990	LLEIDA	LLADURS	869616	4661975	42.0230	1.4641	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	820	North	43	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
483	96	1990	LLEIDA	LLADURS	864380	4665106	42.0535	1.4030	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	650	West	15	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
484	96	1990	LLEIDA	LLADURS	870608	4669452	42.0896	1.4808	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	955	North	46	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
485	96	1990	LLEIDA	LLADURS	872263	4664279	42.0424	1.4975	3	3	1.00	Coniferous forests	9	3	312	Pinus nigra	795	East	57	CALCAREOUS CONGLOMERATE ROCK	Inconsistent	Calcareous material		
